"","newid","id","kickoff_time","kickoff_time_formatted","team_h_score","team_a_score","was_home","round","total_points","value","transfers_balance","selected","transfers_in","transfers_out","loaned_in","loaned_out","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","open_play_crosses","big_chances_created","clearances_blocks_interceptions","recoveries","key_passes","tackles","winning_goals","attempted_passes","completed_passes","penalties_conceded","big_chances_missed","errors_leading_to_goal","errors_leading_to_goal_attempt","tackled","offside","target_missed","fouls","dribbles","element","fixture","opponent_team"
"1",1,1,"2017-08-11T18:45:00Z","11 Aug 19:45",4,3,TRUE,1,0,50,0,8964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
"2",1,512,"2017-08-19T16:30:00Z","19 Aug 17:30",1,0,FALSE,2,0,50,-1128,11030,195,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,15
"3",1,1028,"2017-08-27T15:00:00Z","27 Aug 16:00",4,0,FALSE,3,0,50,-982,11243,106,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,10
"4",1,1559,"2017-09-09T14:00:00Z","09 Sep 15:00",3,0,TRUE,4,0,49,-730,11534,155,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,2
"5",1,2103,"2017-09-17T12:30:00Z","17 Sep 13:30",0,0,FALSE,5,0,49,-441,11566,75,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,5
"6",1,2649,"2017-09-25T19:00:00Z","25 Sep 20:00",2,0,TRUE,6,0,49,-425,11539,147,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,19
"7",1,3199,"2017-10-01T11:00:00Z","01 Oct 12:00",2,0,TRUE,7,0,49,-354,11534,119,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,3
"8",1,3753,"2017-10-14T16:30:00Z","14 Oct 17:30",2,1,FALSE,8,0,49,-300,11589,138,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,18
"9",1,4310,"2017-10-22T12:30:00Z","22 Oct 13:30",2,5,FALSE,9,0,49,-202,11512,66,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,7
"10",1,4869,"2017-10-28T14:00:00Z","28 Oct 15:00",2,1,TRUE,10,0,49,-530,11027,39,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91,16
"11",1,5432,"2017-11-05T14:15:00Z","05 Nov 14:15",3,1,FALSE,11,0,49,-312,10761,20,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,110,11
"12",1,5998,"2017-11-18T12:30:00Z","18 Nov 12:30",2,0,TRUE,12,0,48,-243,10611,21,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,17
"13",1,6567,"2017-11-26T14:00:00Z","26 Nov 14:00",0,1,FALSE,13,0,48,-51,10686,47,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,4
"14",1,7137,"2017-11-29T19:45:00Z","29 Nov 19:45",5,0,TRUE,14,0,48,-63,10704,36,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135,8
"15",1,7708,"2017-12-02T17:30:00Z","02 Dec 17:30",1,3,TRUE,15,0,48,-57,10741,39,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,141,12
"16",1,8282,"2017-12-10T12:00:00Z","10 Dec 12:00",1,1,FALSE,16,0,48,-89,10822,44,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,14
"17",1,8859,"2017-12-13T20:00:00Z","13 Dec 20:00",0,0,FALSE,17,0,48,-76,10832,28,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170,20
"18",1,9437,"2017-12-16T15:00:00Z","16 Dec 15:00",1,0,TRUE,18,0,48,-61,10875,28,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171,13
"19",1,10017,"2017-12-22T19:45:00Z","22 Dec 19:45",3,3,TRUE,19,0,48,-85,10927,48,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181,10
"20",1,10602,"2017-12-28T20:00:00Z","28 Dec 20:00",2,3,FALSE,20,0,48,-77,10945,48,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193,6
"21",1,11188,"2017-12-31T16:30:00Z","31 Dec 16:30",1,1,FALSE,21,0,48,-110,10933,51,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,210,19
"22",1,11714,"2018-01-03T19:45:00Z","03 Jan 19:45",2,2,TRUE,22,0,48,-32,10950,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,211,5
"23",1,12366,"2018-01-14T13:30:00Z","14 Jan 13:30",2,1,FALSE,23,0,48,-99,11038,59,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221,2
"24",1,12964,"2018-01-20T15:00:00Z","20 Jan 15:00",4,1,TRUE,24,0,48,-82,11075,40,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,231,6
"25",1,13567,"2018-01-30T19:45:00Z","30 Jan 19:45",3,1,FALSE,25,0,48,-70,11124,85,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,242,16
"26",1,14180,"2018-02-03T17:30:00Z","03 Feb 17:30",5,1,TRUE,26,1,48,-54,11137,26,80,0,0,20,0,0,0,0,0,0,0,0,0,1,0,6,5,0,0,0.5,0,0,0,1,4,0,0,0,8,7,0,0,0,0,0,0,0,0,0,1,251,7
"27",1,14805,"2018-02-10T12:30:00Z","10 Feb 12:30",1,0,FALSE,27,0,48,215,11522,345,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,269,17
"28",1,15432,"2018-03-01T19:45:00Z","01 Mar 19:45",0,3,TRUE,28,0,48,-153,11563,57,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,271,11
"29",1,16062,"2018-03-04T13:30:00Z","04 Mar 13:30",2,1,FALSE,29,0,48,-49,11596,33,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281,3
"30",1,16695,"2018-03-11T13:30:00Z","11 Mar 13:30",3,0,TRUE,30,0,48,-24,12086,59,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,291,18
"31",1,17596,"2018-04-01T12:30:00Z","01 Apr 13:30",3,0,TRUE,32,6,48,-13,12240,58,71,0,0,90,0,0,1,0,0,0,0,0,0,2,0,26,15.6,0,0,1.6,0,0,0,0,12,0,0,0,31,21,0,0,0,0,0,0,0,0,0,1,311,15
"32",1,18233,"2018-04-08T13:15:00Z","08 Apr 14:15",3,2,TRUE,33,0,48,205,12542,515,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,321,14
"33",1,18874,"2018-04-15T12:30:00Z","15 Apr 13:30",2,1,FALSE,34,0,48,-213,12347,20,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,336,13
"34",1,19751,"2018-04-22T12:30:00Z","22 Apr 13:30",4,1,TRUE,35,3,48,51,12612,155,104,0,0,90,0,0,0,1,0,0,0,0,0,3,0,16,23.6,0,0,2.4,0,0,0,1,13,0,0,0,22,20,0,0,0,0,0,0,0,0,0,1,341,20
"35",1,20158,"2018-04-29T15:30:00Z","29 Apr 16:30",2,1,FALSE,36,1,48,110,12630,218,108,0,0,90,0,0,0,2,0,0,0,0,0,0,0,8,1.8,0,0,0.2,0,0,0,1,7,0,0,0,16,9,0,0,0,0,0,0,0,0,0,1,355,12
"36",1,20803,"2018-05-06T15:30:00Z","06 May 16:30",5,0,TRUE,37,0,48,495,13211,641,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,361,4
"37",1,20802,"2018-05-09T18:45:00Z","09 May 19:45",3,1,FALSE,37,0,48,495,13211,641,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,304,9
"38",1,21822,"2018-05-13T14:00:00Z","13 May 15:00",0,1,FALSE,38,8,48,-145,13121,114,259,0,0,90,0,0,1,0,0,0,0,0,0,3,1,30,29.8,0,0,3,0,0,0,2,15,0,0,0,41,26,0,0,0,0,0,0,0,0,0,1,373,8
"39",2,2,"2017-08-11T18:45:00Z","11 Aug 19:45",4,3,TRUE,1,1,55,0,222249,0,0,0,0,90,0,0,0,3,0,0,0,0,0,0,0,9,12.2,0,0,1.2,0,0,0,0,4,0,1,0,20,16,0,0,0,0,0,0,0,0,0,2,1,9
"40",2,513,"2017-08-19T16:30:00Z","19 Aug 17:30",1,0,FALSE,2,3,55,-12409,262457,4337,16746,0,0,90,0,0,0,1,0,0,0,0,0,3,0,14,25.8,0,0,2.6,0,0,0,1,7,0,0,0,18,16,0,0,0,0,0,0,0,0,0,2,16,15
"41",2,1029,"2017-08-27T15:00:00Z","27 Aug 16:00",4,0,FALSE,3,2,55,-18456,261327,1931,20387,0,0,90,0,0,0,4,0,0,0,0,0,6,0,23,58.4,0,0,5.8,0,0,0,4,10,0,0,0,18,12,0,0,0,0,0,0,0,0,0,2,28,10
"42",2,1560,"2017-09-09T14:00:00Z","09 Sep 15:00",3,0,TRUE,4,6,55,-14720,262836,5428,20148,0,0,90,0,0,1,0,0,0,0,0,0,2,0,25,19.6,0,0,2,0,0,0,0,6,0,0,0,32,16,0,0,0,0,0,0,0,0,1,2,31,2
"43",2,2104,"2017-09-17T12:30:00Z","17 Sep 13:30",0,0,FALSE,5,10,55,-8113,262787,2010,10123,0,0,90,0,0,1,0,0,0,0,0,0,4,3,30,30.8,0,0,3.1,0,0,0,1,12,0,0,0,30,18,0,0,0,0,0,0,0,0,0,2,49,5
"44",2,2650,"2017-09-25T19:00:00Z","25 Sep 20:00",2,0,TRUE,6,6,55,1650,275010,11369,9719,0,0,90,0,0,1,0,0,0,0,0,0,2,0,25,18.4,0,0,1.8,0,0,0,1,10,0,0,0,20,16,0,0,0,0,0,0,0,0,0,2,60,19
"45",2,3200,"2017-10-01T11:00:00Z","01 Oct 12:00",2,0,TRUE,7,6,55,3690,287723,15096,11406,0,0,90,0,0,1,0,0,0,0,0,0,1,0,25,7.2,0,0,0.7,0,0,0,5,9,0,0,0,19,12,0,0,0,0,0,0,0,0,0,2,68,3
"46",2,3754,"2017-10-14T16:30:00Z","14 Oct 17:30",2,1,FALSE,8,1,55,-1660,295997,8675,10335,0,0,90,0,0,0,2,0,0,0,0,0,1,0,11,7.4,0,0,0.7,0,0,0,1,10,0,0,0,27,12,0,0,0,0,0,0,0,0,0,2,80,18
"47",2,4311,"2017-10-22T12:30:00Z","22 Oct 13:30",2,5,FALSE,9,1,55,-7705,291032,2101,9806,0,0,90,0,0,0,2,0,0,0,0,0,1,0,6,1,0,0,0.1,0,0,0,0,6,0,0,0,25,15,0,0,1,0,1,0,0,0,0,2,82,7
"48",2,4870,"2017-10-28T14:00:00Z","28 Oct 15:00",2,1,TRUE,10,2,55,3778,298019,14263,10485,0,0,90,0,0,0,1,0,0,0,0,0,1,0,11,9.8,0,0,1,0,0,0,0,11,0,0,0,14,11,0,0,0,0,0,0,0,0,0,2,91,16
"49",2,5433,"2017-11-05T14:15:00Z","05 Nov 14:15",3,1,FALSE,11,2,54,-12168,287256,1152,13320,0,0,90,0,0,0,3,0,0,0,0,0,3,0,14,19,0,0,1.9,0,0,0,1,6,0,0,0,23,16,0,0,0,0,0,0,0,0,0,2,110,11
"50",2,5999,"2017-11-18T12:30:00Z","18 Nov 12:30",2,0,TRUE,12,8,54,-8972,279687,1388,10360,0,0,90,0,0,1,0,0,0,0,0,0,4,1,29,29.4,0,0,2.9,0,0,0,0,11,0,0,0,27,9,0,0,0,0,0,0,0,0,0,2,111,17
"51",2,6568,"2017-11-26T14:00:00Z","26 Nov 14:00",0,1,FALSE,13,6,54,1099,282218,4465,3366,0,0,90,0,0,1,0,0,0,0,0,0,2,0,26,11.2,0,0,1.1,0,0,0,2,10,0,0,0,20,14,0,0,0,0,0,0,0,0,0,2,130,4
"52",2,7138,"2017-11-29T19:45:00Z","29 Nov 19:45",5,0,TRUE,14,6,54,2433,285936,5687,3254,0,0,90,0,0,1,0,0,0,0,0,0,2,0,25,17.2,0,0,1.7,0,0,0,2,8,0,0,0,28,26,0,0,0,0,0,0,0,0,0,2,135,8
"53",2,7709,"2017-12-02T17:30:00Z","02 Dec 17:30",1,3,TRUE,15,1,54,-2189,285346,3400,5589,0,0,90,0,0,0,3,0,0,0,0,0,2,0,13,19.2,0,0,1.9,0,0,0,1,11,0,0,0,16,13,0,0,0,0,0,0,0,0,0,2,141,12
"54",2,8283,"2017-12-10T12:00:00Z","10 Dec 12:00",1,1,FALSE,16,2,54,1643,289513,7814,6171,0,0,90,0,0,0,1,0,0,0,0,0,2,0,16,17.4,0,0,1.7,0,0,0,5,13,0,0,0,22,17,0,0,0,0,0,0,0,0,0,2,160,14
"55",2,8860,"2017-12-13T20:00:00Z","13 Dec 20:00",0,0,FALSE,17,6,54,-3549,286816,1878,5427,0,0,90,0,0,1,0,0,0,0,0,0,0,0,22,1.6,0,0,0.2,0,0,0,2,9,0,0,0,17,12,0,0,0,0,0,0,0,0,0,2,170,20
"56",2,9438,"2017-12-16T15:00:00Z","16 Dec 15:00",1,0,TRUE,18,6,54,1922,289847,5952,4030,0,0,90,0,0,1,0,0,0,0,0,0,2,0,26,18.4,0,0,1.8,0,0,0,0,12,0,0,0,24,19,0,0,0,0,0,0,0,0,0,2,171,13
"57",2,10018,"2017-12-22T19:45:00Z","22 Dec 19:45",3,3,TRUE,19,3,54,-5150,286269,2368,7518,0,0,90,0,0,0,3,0,0,0,0,0,6,0,21,41,0,0,4.1,0,0,0,1,19,0,0,0,29,14,0,0,1,0,0,0,0,0,0,2,181,10
"58",2,10603,"2017-12-28T20:00:00Z","28 Dec 20:00",2,3,FALSE,20,1,54,-1103,286234,2689,3792,0,0,90,0,0,0,2,0,0,0,0,0,0,0,8,1,0,0,0.1,0,0,0,1,6,0,0,0,25,14,0,0,0,0,0,0,0,0,0,2,193,6
"59",2,11189,"2017-12-31T16:30:00Z","31 Dec 16:30",1,1,FALSE,21,1,54,-2657,284610,3685,6342,0,0,90,0,0,0,1,0,0,0,1,0,2,0,10,11.8,0,0,1.2,0,0,0,2,9,0,0,0,24,18,0,0,0,1,0,0,0,0,0,2,210,19
"60",2,11715,"2018-01-03T19:45:00Z","03 Jan 19:45",2,2,TRUE,22,2,54,-6680,278241,1226,7906,0,0,90,0,0,0,2,0,0,0,0,0,4,0,17,34.4,0,0,3.4,0,0,0,1,9,0,0,0,23,21,0,0,0,0,0,0,0,0,0,2,211,5
"61",2,12367,"2018-01-14T13:30:00Z","14 Jan 13:30",2,1,FALSE,23,2,54,-1457,278447,7523,8980,0,0,90,0,0,0,2,0,0,0,0,0,3,0,13,16.6,0,0,1.7,0,0,0,0,12,0,0,0,28,9,0,0,1,0,0,0,0,0,0,2,221,2
"62",2,12965,"2018-01-20T15:00:00Z","20 Jan 15:00",4,1,TRUE,24,3,54,-3251,275975,4218,7469,0,0,90,0,0,0,1,0,0,0,0,0,4,0,18,32.2,0,0,3.2,0,0,0,1,12,0,0,0,24,20,0,0,0,0,0,0,0,0,0,2,231,6
"63",2,13568,"2018-01-30T19:45:00Z","30 Jan 19:45",3,1,FALSE,25,1,54,7817,285384,13973,6156,0,0,90,0,0,0,3,0,0,0,0,0,1,0,8,9.8,0,0,1,0,0,0,1,10,0,0,0,17,14,0,0,1,0,0,0,0,0,0,2,242,16
"64",2,14181,"2018-02-03T17:30:00Z","03 Feb 17:30",5,1,TRUE,26,2,54,-8870,276847,755,9625,0,0,69,0,0,0,1,0,0,0,0,0,0,0,8,0.4,0,0,0,0,0,0,2,5,0,0,0,17,6,0,0,0,0,0,0,0,0,0,2,251,7
"65",2,14806,"2018-02-10T12:30:00Z","10 Feb 12:30",1,0,FALSE,27,4,54,-19845,257265,173,20018,0,0,90,0,0,0,1,0,0,0,0,0,6,0,24,43.4,0,0,4.3,0,0,0,1,17,0,0,0,39,20,0,0,0,0,0,0,0,0,1,2,269,17
"66",2,15433,"2018-03-01T19:45:00Z","01 Mar 19:45",0,3,TRUE,28,1,53,-3051,255105,1057,4108,0,0,90,0,0,0,3,0,0,0,0,0,2,0,12,20,0,0,2,0,0,0,0,8,0,0,0,34,21,0,0,0,0,0,0,0,0,0,2,271,11
"67",2,16063,"2018-03-04T13:30:00Z","04 Mar 13:30",2,1,FALSE,29,2,53,-581,254897,1506,2087,0,0,90,0,0,0,2,0,0,0,0,0,4,0,11,22.6,0,0,2.3,0,0,0,1,10,0,0,0,32,17,0,0,2,0,0,0,0,0,0,2,281,3
"68",2,16696,"2018-03-11T13:30:00Z","11 Mar 13:30",3,0,TRUE,30,15,53,-1005,251105,1634,2639,0,0,90,0,0,1,0,0,1,0,0,0,4,3,44,50.2,0,0,5,0,0,0,1,9,0,0,0,21,12,0,0,0,0,0,0,0,0,0,2,291,18
"69",2,17597,"2018-04-01T12:30:00Z","01 Apr 13:30",3,0,TRUE,32,0,53,10839,264728,14421,3582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,311,15
"70",2,18234,"2018-04-08T13:15:00Z","08 Apr 14:15",3,2,TRUE,33,2,53,1949,267715,7466,5517,0,0,90,0,0,0,2,0,0,0,0,0,5,0,20,33.4,0,0,3.3,0,0,0,2,10,0,0,0,14,9,0,0,0,0,0,0,0,0,0,2,321,14
"71",2,18875,"2018-04-15T12:30:00Z","15 Apr 13:30",2,1,FALSE,34,1,53,-5394,260963,1400,6794,0,0,90,0,0,0,2,0,0,0,0,0,2,0,12,16.2,0,0,1.6,0,0,0,0,8,0,0,0,28,22,0,0,0,0,0,0,0,0,0,2,336,13
"72",2,19752,"2018-04-22T12:30:00Z","22 Apr 13:30",4,1,TRUE,35,0,53,12209,286064,14569,2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,341,20
"73",2,20159,"2018-04-29T15:30:00Z","29 Apr 16:30",2,1,FALSE,36,0,53,-9827,264754,519,10346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,355,12
"74",2,20805,"2018-05-06T15:30:00Z","06 May 16:30",5,0,TRUE,37,6,53,-2673,262253,2037,4710,0,0,90,0,0,1,0,0,0,0,0,0,2,0,26,17.2,0,0,1.7,0,0,0,2,11,0,0,0,25,18,0,0,0,0,0,0,0,0,0,2,361,4
"75",2,20804,"2018-05-09T18:45:00Z","09 May 19:45",3,1,FALSE,37,3,53,-2673,262253,2037,4710,0,0,90,0,0,0,3,0,0,0,0,0,7,0,25,48.2,0,0,4.8,0,0,0,0,10,0,0,0,30,21,0,0,0,0,0,0,0,0,0,2,304,9
"76",2,21823,"2018-05-13T14:00:00Z","13 May 15:00",0,1,FALSE,38,0,53,845,263510,2534,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,373,8
"77",3,3,"2017-08-11T18:45:00Z","11 Aug 19:45",4,3,TRUE,1,0,40,0,43837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,9
"78",3,514,"2017-08-19T16:30:00Z","19 Aug 17:30",1,0,FALSE,2,0,40,-5465,42898,111,5576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,15
"79",3,1030,"2017-08-27T15:00:00Z","27 Aug 16:00",4,0,FALSE,3,0,40,-3581,42087,101,3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,10
"80",3,1561,"2017-09-09T14:00:00Z","09 Sep 15:00",3,0,TRUE,4,0,40,-2948,42382,103,3051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,2
"81",3,2105,"2017-09-17T12:30:00Z","17 Sep 13:30",0,0,FALSE,5,0,40,-1904,41537,81,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,5
"82",3,2651,"2017-09-25T19:00:00Z","25 Sep 20:00",2,0,TRUE,6,0,40,-1739,40202,139,1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,19
"83",3,3201,"2017-10-01T11:00:00Z","01 Oct 12:00",2,0,TRUE,7,0,40,-1297,39271,156,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,3
"84",3,3755,"2017-10-14T16:30:00Z","14 Oct 17:30",2,1,FALSE,8,0,40,-1167,38476,104,1271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,18
"85",3,4312,"2017-10-22T12:30:00Z","22 Oct 13:30",2,5,FALSE,9,0,40,-645,37985,31,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,82,7
"86",3,4871,"2017-10-28T14:00:00Z","28 Oct 15:00",2,1,TRUE,10,0,40,-802,37401,42,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,16
"87",3,5434,"2017-11-05T14:15:00Z","05 Nov 14:15",3,1,FALSE,11,0,40,-648,36944,29,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,110,11
"88",3,6000,"2017-11-18T12:30:00Z","18 Nov 12:30",2,0,TRUE,12,0,40,-661,36594,34,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,17
"89",3,6569,"2017-11-26T14:00:00Z","26 Nov 14:00",0,1,FALSE,13,0,40,-425,36345,30,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,130,4
"90",3,7139,"2017-11-29T19:45:00Z","29 Nov 19:45",5,0,TRUE,14,0,40,-344,36127,17,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,8
"91",3,7710,"2017-12-02T17:30:00Z","02 Dec 17:30",1,3,TRUE,15,0,40,-364,35911,21,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,141,12
"92",3,8284,"2017-12-10T12:00:00Z","10 Dec 12:00",1,1,FALSE,16,0,40,-469,35636,31,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,160,14
"93",3,8861,"2017-12-13T20:00:00Z","13 Dec 20:00",0,0,FALSE,17,0,40,-247,35507,25,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,170,20
"94",3,9439,"2017-12-16T15:00:00Z","16 Dec 15:00",1,0,TRUE,18,0,40,-275,35357,18,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,171,13
"95",3,10019,"2017-12-22T19:45:00Z","22 Dec 19:45",3,3,TRUE,19,0,40,-419,35157,27,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,181,10
